指标,角色,问题,问题类型,展示方式,小程序跳转页面名称,小程序跳转页面路径,PC端跳转页面名称,PC端跳转页面路径,主题,意图识别场景,意图识别场景流程,意图识别场景参数
销售额,"老板【总部】,采购【总部】,营销【总部】",昨日的销售为什么比前一天减少了？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",昨天的收入同比下降的原因是什么？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",为什么昨天的销售收入同比下滑？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",昨日的营收同比下降的原因是什么？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",为什么昨天卖了的金额比前一天的下滑了？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",昨日的销售总额为什么比前一天的少了？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",昨天的营业额同比下降的原因是什么？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",昨日的营业收入同比下滑的原因是什么？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",昨天的业绩为什么比前一天的下滑了？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",昨日的销售金额为什么比前一天的少了？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",为何昨天的销售比前一天下降了？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",昨日的销售金额比前一天减少的原因是什么？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",昨天的业绩为何比前一天少了？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",昨日的营业额为何比前一天下滑？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",昨天的收入比前一天减少的原因是什么？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",为何昨日的销售总额比前一天少了？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",昨天的营收比前一天减少的原因是什么？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",昨日的销售收入为何比前一天下降？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",昨天的营业收入为何比前一天少了？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",昨日的业绩比前一天下降的原因是什么？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",为何昨天的销售额比前一天有所减少？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",昨日的销售为何没有前一天的高？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",昨天的业绩为何没有前一天的好？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",昨日的营业额为何没有前一天的多？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",为何昨日的销售收入没有前一天的高？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",昨天的营业收入比前一天减少的原因是什么？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",昨日的收入为何比前一天少了？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",昨天的销售为何比前一天下滑？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",昨日的销售总额为何比前一天减少？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",昨天的销售金额为何比前一天下降了？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",昨天的销售额为什么会比前一天少？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",昨日的营业额为什么会低于前一天？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",为什么昨天的业绩没有前一天好？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",昨日的销售收入为什么会低于前一天？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",为何昨天的销售总额比前一天要低？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",昨日的收入为什么会比前一天减少？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",为什么昨日的销售额比前一天要少？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",昨天的营业收入为什么会比前一天下降？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",昨日的销售为什么会比前一天少？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",为什么昨天的销售金额会低于前一天？,归因类,归因组件,,,,,销售,归因分析,归因分析组件,
销售额,"老板【总部】,采购【总部】,营销【总部】",5月9号销售,指标类,单指标卡片,总部经营罗盘,/package-m/pages/store/index,总部经营罗盘,https://ireport-hq.9zdata.cn/#/general/store,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",五月九号，收入,指标类,单指标卡片,总部经营罗盘,/package-m/pages/store/index,总部经营罗盘,https://ireport-hq.9zdata.cn/#/general/store,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",五月9号的营业收入,指标类,单指标卡片,总部经营罗盘,/package-m/pages/store/index,总部经营罗盘,https://ireport-hq.9zdata.cn/#/general/store,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",五月9号，卖了多少？,指标类,单指标卡片,总部经营罗盘,/package-m/pages/store/index,总部经营罗盘,https://ireport-hq.9zdata.cn/#/general/store,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",5月9号的营收,指标类,单指标卡片,总部经营罗盘,/package-m/pages/store/index,总部经营罗盘,https://ireport-hq.9zdata.cn/#/general/store,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",五月9号，销售收入,指标类,单指标卡片,总部经营罗盘,/package-m/pages/store/index,总部经营罗盘,https://ireport-hq.9zdata.cn/#/general/store,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",销售，5月9号,指标类,单指标卡片,总部经营罗盘,/package-m/pages/store/index,总部经营罗盘,https://ireport-hq.9zdata.cn/#/general/store,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",5月9号的销售额是多少？,指标类,单指标卡片,总部经营罗盘,/package-m/pages/store/index,总部经营罗盘,https://ireport-hq.9zdata.cn/#/general/store,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",五月九号，销售金额,指标类,单指标卡片,总部经营罗盘,/package-m/pages/store/index,总部经营罗盘,https://ireport-hq.9zdata.cn/#/general/store,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",营收，五月9号,指标类,单指标卡片,总部经营罗盘,/package-m/pages/store/index,总部经营罗盘,https://ireport-hq.9zdata.cn/#/general/store,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",5月9号，业绩,指标类,单指标卡片,总部经营罗盘,/package-m/pages/store/index,总部经营罗盘,https://ireport-hq.9zdata.cn/#/general/store,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",5月9号，营业收入是多少？,指标类,单指标卡片,总部经营罗盘,/package-m/pages/store/index,总部经营罗盘,https://ireport-hq.9zdata.cn/#/general/store,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",五月九号，销售总额,指标类,单指标卡片,总部经营罗盘,/package-m/pages/store/index,总部经营罗盘,https://ireport-hq.9zdata.cn/#/general/store,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",五月9号，销售情况,指标类,单指标卡片,总部经营罗盘,/package-m/pages/store/index,总部经营罗盘,https://ireport-hq.9zdata.cn/#/general/store,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",5月9号，收入情况,指标类,单指标卡片,总部经营罗盘,/package-m/pages/store/index,总部经营罗盘,https://ireport-hq.9zdata.cn/#/general/store,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",营业收入，5月9号,指标类,单指标卡片,总部经营罗盘,/package-m/pages/store/index,总部经营罗盘,https://ireport-hq.9zdata.cn/#/general/store,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售额,"老板【总部】,采购【总部】,营销【总部】",五月9号，营收,指标类,单指标卡片,总部经营罗盘,/package-m/pages/store/index,总部经营罗盘,https://ireport-hq.9zdata.cn/#/general/store,销售,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
