指标,角色,问题,问题的不同的问法,问题类型,展示方式,小程序跳转页面名称,小程序跳转页面路径,PC端跳转页面名称,PC端跳转页面路径,主题,精度,表,字段,维度(分组).1,维度限定条件,日期限定条件,维度(分组)（包括表名）,维度限定条件（包括表名）,答案-SQL部分,推荐的关联问题,结果+分析解读部分,意图识别场景,意图识别场景流程,意图识别场景参数
销售额、销售额达成率、差额,"老板【总部】,营销【总部】,区域经理【总部】",上个月华南区的销售额、销售额达成率、差额是多少？,,多指标类,多指标卡片,,,,,计划,"{ ""accuracy"":{ ""销售额"":2, ""销售额达成率"":2, ""差额"":2 } , ""joint"":{ ""销售额达成率"":""%"" } } ",,,,门店.区域名称='华南区',计划.月='上个月',,门店维度表.区域名称='华南区',"SELECT SUM(sale_amt)   as '销售额'  ,SUM(sale_amt)/SUM(budget_sale_amt)*100    as '销售额达成率' ,SUM(budget_sale_amt)-SUM(sale_amt)   as '差额'  FROM vw_dwd_fact_store_budget AS budget  JOIN vw_dwd_dim_store AS store ON budget.store_id = store.store_id  WHERE budget.year_id=YEAR(DATE_SUB(CURDATE(), INTERVAL 1 MONTH)) AND budget.month_id=date_format(DATE_SUB(CURDATE(), INTERVAL 1 MONTH), '%Y%m') AND store.area_name='华南区' ",,,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
销售额、销售额达成率、差额,"老板【总部】,营销【总部】,区域经理【总部】,店长【门店】",上个月深圳XXX路店的销售额、销售额达成率、差额是多少？,,多指标类,多指标卡片,,,,,计划,"{ ""accuracy"":{ ""销售额"":2, ""销售额达成率"":2, ""差额"":2 } , ""joint"":{ ""销售额达成率"":""%"" } } ",,,,门店.门店名称='深圳XXX路店',计划.月='上个月',,门店维度表.门店名称='深圳XXX路店',"SELECT SUM(sale_amt)   as '销售额'  ,SUM(sale_amt)/SUM(budget_sale_amt)*100    as '销售额达成率' ,SUM(budget_sale_amt)-SUM(sale_amt)   as '差额'  FROM vw_dwd_fact_store_budget AS budget  JOIN vw_dwd_dim_store AS store ON budget.store_id = store.store_id  WHERE budget.year_id=YEAR(DATE_SUB(CURDATE(), INTERVAL 1 MONTH)) AND budget.month_id=date_format(DATE_SUB(CURDATE(), INTERVAL 1 MONTH), '%Y%m') AND store.store_name = '深圳XXX路店' ",,,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
销售额、销售额达成率、差额,"采购【总部】,营销【总部】",上个月各品类各区域的销售额、销售额达成率、差额是多少？,,多维度多指标类,表格,,,,,计划,"{ ""accuracy"":{ ""销售额"":2, ""销售额达成率"":2, ""差额"":2 } , ""joint"":{ ""销售额达成率"":""%"" } } ",,,"商品.大类名称,门店.区域名称",,计划.月='上个月',"商品维度表.大类名称,门店维度表.区域名称",,"SELECT category.category_name  as '大类名称' ,store.area_name as '区域名称',SUM(sale_amt) as '销售额' ,IFNULL(SUM(sale_amt)/SUM(budget_sale_amt),0)*100 as '销售额达成率' ,SUM(budget_sale_amt)-SUM(sale_amt) as '差额'   FROM vw_dwd_fact_store_budget AS budget  JOIN vw_dwd_dim_store AS store ON budget.store_id = store.store_id  JOIN vw_dwd_dim_item_category AS category ON budget.category_id = category.category_id WHERE budget.year_id=YEAR(DATE_SUB(CURDATE(), INTERVAL 1 MONTH)) AND budget.month_id=date_format(DATE_SUB(CURDATE(), INTERVAL 1 MONTH), '%Y%m') GROUP BY category.category_name,store.area_name ORDER BY category.category_name,store.area_name, '差额'  DESC",,,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
销售额、销售额达成率、差额,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",上个月华南区各门店各品类的销售额、销售额达成率、差额是多少？,,多维度多指标类,表格,,,,,计划,"{ ""accuracy"":{ ""销售额"":2, ""销售额达成率"":2, ""差额"":2 } , ""joint"":{ ""销售额达成率"":""%"" } } ",,,"门店.门店名称,商品.大类名称",门店.区域名称='华南区',计划.月='上个月',"门店维度表.门店名称,商品维度表.大类名称",门店维度表.区域名称='华南区',"SELECT store.store_name as '门店名称' ,category.category_name as '大类名称' ,SUM(sale_amt) as '销售额' ,IFNULL(SUM(sale_amt)/SUM(budget_sale_amt),0)*100 as '销售额达成率' ,SUM(budget_sale_amt)-SUM(sale_amt) as '差额'  FROM vw_dwd_fact_store_budget AS budget  JOIN vw_dwd_dim_store AS store ON budget.store_id = store.store_id  JOIN vw_dwd_dim_item_category AS category ON budget.category_id = category.category_id WHERE budget.year_id=YEAR(DATE_SUB(CURDATE(), INTERVAL 1 MONTH)) AND budget.month_id=date_format(DATE_SUB(CURDATE(), INTERVAL 1 MONTH), '%Y%m') AND store.area_name='华南区' GROUP BY store.store_name,category.category_name ORDER BY store.store_name,category.category_name, '差额' DESC",,,TO_SQL,Agent,agent-6a4c81387e3d4185ac0f4
销售同比,"老板【总部】,采购【总部】,营销【总部】",昨天的销售额同比,,指标类,单指标卡片,总部经营罗盘,/package-m/pages/store/index,总部经营罗盘,https://ireport-hq.9zdata.cn/#/general/store,销售,"{ ""accuracy"":{ ""昨天销售额"":2, ""去年同期销售额"":2, ""同比差额"":2, ""同比变化率"":2 } , ""joint"":{ ""同比变化率"":""%"" } }",,,,,销售.销售日期='昨天' OR 销售.销售日期='昨天的去年同天',,,"SELECT t1.yesterday_sales  as '昨天销售额'  , t2.last_year_sales  as '去年同期销售额'  ,t1.yesterday_sales - t2.last_year_sales  as '同比差额'  ,(t1.yesterday_sales - t2.last_year_sales) / t2.last_year_sales*100    as '同比变化率'   FROM (   SELECT sum(sales_amt) as yesterday_sales    FROM vw_dwd_fact_store_order_detail    WHERE business_date = date_sub(curdate(), interval 1 day) ) AS t1, (   SELECT sum(sales_amt) as last_year_sales    FROM vw_dwd_fact_store_order_detail    WHERE business_date = date_sub(date_sub(curdate(), interval 1 day), interval 1 year) ) AS t2",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售同比,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",华南区昨天的销售额同比,,指标类,单指标卡片,,,,,销售,"{ ""accuracy"":{ ""昨天销售额"":2, ""去年同期销售额"":2, ""同比差额"":2, ""同比变化率"":2 } , ""joint"":{ ""同比变化率"":""%"" } }",,,,门店.区域名称='华南区',销售.销售日期='昨天' OR 销售.销售日期='昨天的去年同天',,门店维度表.区域名称='华南区',"SELECT  t1.yesterday_sales  as '昨天销售额'  , t2.last_year_sales  as '去年同期销售额'  ,t1.yesterday_sales - t2.last_year_sales  as '同比差额'  ,(t1.yesterday_sales - t2.last_year_sales) / t2.last_year_sales*100    as '同比变化率'   FROM (   SELECT sum(sales_amt) as yesterday_sales    FROM vw_dwd_fact_store_order_detail AS od   JOIN vw_dwd_dim_store AS ds    ON od.store_id = ds.store_id   WHERE business_date = date_sub(curdate(), interval 1 day) and ds.area_name='华南区' ) AS t1, (   SELECT sum(sales_amt) as last_year_sales    FROM vw_dwd_fact_store_order_detail AS od   JOIN vw_dwd_dim_store AS ds    ON od.store_id = ds.store_id   WHERE business_date = date_sub(date_sub(curdate(), interval 1 day), interval 1 year) and ds.area_name='华南区' ) AS t2  ",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售同比,"老板【总部】,采购【总部】,营销【总部】",婴儿用品品类昨天的销售额同比,,指标类,单指标卡片,,,,,销售,"{ ""accuracy"":{ ""昨天销售额"":2, ""去年同期销售额"":2, ""同比差额"":2, ""同比变化率"":2 } , ""joint"":{ ""同比变化率"":""%"" } }",,,,商品.大类名称='婴儿用品',销售.销售日期='昨天' OR 销售.销售日期='昨天的去年同天',,商品维度表.大类名称='婴儿用品',"SELECT  t1.yesterday_sales  as '昨天销售额'  , t2.last_year_sales  as '去年同期销售额'  ,t1.yesterday_sales - t2.last_year_sales  as '同比差额'  ,(t1.yesterday_sales - t2.last_year_sales) / t2.last_year_sales*100    as '同比变化率'   FROM (   SELECT sum(sales_amt) as yesterday_sales    FROM vw_dwd_fact_store_order_detail AS od   JOIN vw_dwd_dim_item AS di    ON od.item_id = di.item_id   WHERE business_date = date_sub(curdate(), interval 1 day) and di.category_name_level1='婴儿用品' ) AS t1, (   SELECT sum(sales_amt) as last_year_sales    FROM vw_dwd_fact_store_order_detail AS od   JOIN vw_dwd_dim_item AS di    ON od.item_id = di.item_id   WHERE business_date = date_sub(date_sub(curdate(), interval 1 day), interval 1 year) and di.category_name_level1='婴儿用品' ) AS t2 ",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售同比,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",华南区婴儿用品品类昨天的销售额同比,,指标类,单指标卡片,,,,,销售,"{ ""accuracy"":{ ""昨天销售额"":2, ""去年同期销售额"":2, ""同比差额"":2, ""同比变化率"":2 } , ""joint"":{ ""同比变化率"":""%"" } }",,,,门店.区域名称='华南区' AND 商品.大类名称='婴儿用品',销售.销售日期='昨天' OR 销售.销售日期='昨天的去年同天',,门店维度表.区域名称='华南区' AND 商品维度表.大类名称='婴儿用品',"SELECT  t1.yesterday_sales  as '昨天销售额'  , t2.last_year_sales  as '去年同期销售额'  ,t1.yesterday_sales - t2.last_year_sales  as '同比差额'  ,(t1.yesterday_sales - t2.last_year_sales) / t2.last_year_sales*100    as '同比变化率'   FROM (   SELECT sum(sales_amt) as yesterday_sales    FROM vw_dwd_fact_store_order_detail AS od   JOIN vw_dwd_dim_item AS di    ON od.item_id = di.item_id   JOIN vw_dwd_dim_store AS ds    ON od.store_id = ds.store_id   WHERE business_date = date_sub(curdate(), interval 1 day) and di.category_name_level1='婴儿用品' and ds.area_name='华南区' ) AS t1, (   SELECT sum(sales_amt) as last_year_sales    FROM vw_dwd_fact_store_order_detail AS od   JOIN vw_dwd_dim_item AS di    ON od.item_id = di.item_id   JOIN vw_dwd_dim_store AS ds    ON od.store_id = ds.store_id   WHERE business_date = date_sub(date_sub(curdate(), interval 1 day), interval 1 year) and di.category_name_level1='婴儿用品' and ds.area_name='华南区' ) AS t2 ",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售同比,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,采购【门店】",深圳XXX路店昨天的销售额同比,,指标类,单指标卡片,,,,,销售,"{ ""accuracy"":{ ""昨天销售额"":2, ""去年同期销售额"":2, ""同比差额"":2, ""同比变化率"":2 } , ""joint"":{ ""同比变化率"":""%"" } }",,,,门店.门店名称='深圳XXX路店',销售.销售日期='昨天' OR 销售.销售日期='昨天的去年同天',,门店维度表.门店名称='深圳XXX路店',"SELECT  t1.yesterday_sales  as '昨天销售额'  , t2.last_year_sales  as '去年同期销售额'  ,t1.yesterday_sales - t2.last_year_sales  as '同比差额'  ,(t1.yesterday_sales - t2.last_year_sales) / t2.last_year_sales*100    as '同比变化率'   FROM (   SELECT sum(sales_amt) as yesterday_sales    FROM vw_dwd_fact_store_order_detail AS od   JOIN vw_dwd_dim_store AS ds    ON od.store_id = ds.store_id   WHERE business_date = date_sub(curdate(), interval 1 day) and ds.store_name='深圳XXX路店' ) AS t1, (   SELECT sum(sales_amt) as last_year_sales    FROM vw_dwd_fact_store_order_detail AS od   JOIN vw_dwd_dim_store AS ds    ON od.store_id = ds.store_id   WHERE business_date = date_sub(date_sub(curdate(), interval 1 day), interval 1 year) and ds.store_name='深圳XXX路店' ) AS t2 ",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售同比,"老板【总部】,采购【总部】,营销【总部】",上周的销售额同比,,指标类,单指标卡片,总部经营罗盘,/package-m/pages/store/index,总部经营罗盘,https://ireport-hq.9zdata.cn/#/general/store,销售,"{ ""accuracy"":{ ""上周销售额"":2, ""去年同期销售额"":2, ""同比差额"":2, ""同比变化率"":2 } , ""joint"":{ ""同比变化率"":""%"" } }",,,,,销售.销售日期='上周' OR 销售.销售日期='上周的去年同周',,,"SELECT t1.last_week_sales  as '上周销售额'   , t2.last_year_sales  as '去年同期销售额'  ,t1.last_week_sales - t2.last_year_sales  as '同比差额'  ,(t1.last_week_sales - t2.last_year_sales) / t2.last_year_sales*100  as '同比变化率'   FROM ( SELECT sum(sales_amt) as last_week_sales FROM vw_dwd_fact_store_order_detail WHERE year(business_date)=year(date_sub(curdate(), interval 1 week)) and weekofyear(business_date) = weekofyear(date_sub(curdate(), interval 1 week)) ) AS t1, ( SELECT sum(sales_amt) as last_year_sales FROM vw_dwd_fact_store_order_detail WHERE year(business_date)=year(date_sub(date_sub(curdate(), interval 1 week), interval 1 year)) and weekofyear(business_date) = weekofyear(date_sub(date_sub(curdate(), interval 1 week), interval 1 year)) ) AS t2 ",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售同比,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",华南区上周的销售额同比,,指标类,单指标卡片,,,,,销售,"{ ""accuracy"":{ ""上周销售额"":2, ""去年同期销售额"":2, ""同比差额"":2, ""同比变化率"":2 } , ""joint"":{ ""同比变化率"":""%"" } }",,,,门店.区域名称='华南区',销售.销售日期='上周' OR 销售.销售日期='上周的去年同周',,门店维度表.区域名称='华南区',"SELECT  t1.last_week_sales  as '上周销售额'   , t2.last_year_sales  as '去年同期销售额'  ,t1.last_week_sales - t2.last_year_sales  as '同比差额' ,(t1.last_week_sales - t2.last_year_sales) / t2.last_year_sales*100  as '同比变化率'   FROM (   SELECT sum(sales_amt) as last_week_sales    FROM vw_dwd_fact_store_order_detail AS od   JOIN vw_dwd_dim_store AS ds    ON od.store_id = ds.store_id   WHERE year(business_date)=year(date_sub(curdate(), interval 1 week)) and weekofyear(business_date) = weekofyear(date_sub(curdate(), interval 1 week)) and ds.area_name='华南区' ) AS t1, (   SELECT sum(sales_amt) as last_year_sales    FROM vw_dwd_fact_store_order_detail AS od   JOIN vw_dwd_dim_store AS ds    ON od.store_id = ds.store_id   WHERE year(business_date)=year(date_sub(date_sub(curdate(), interval 1 week), interval 1 year)) and weekofyear(business_date) = weekofyear(date_sub(date_sub(curdate(), interval 1 week), interval 1 year)) and ds.area_name='华南区' ) AS t2 ",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售同比,"老板【总部】,采购【总部】,营销【总部】",婴儿用品品类上周的销售额同比,,指标类,单指标卡片,,,,,销售,"{ ""accuracy"":{ ""上周销售额"":2, ""去年同期销售额"":2, ""同比差额"":2, ""同比变化率"":2 } , ""joint"":{ ""同比变化率"":""%"" } }",,,,商品.大类名称='婴儿用品',销售.销售日期='上周' OR 销售.销售日期='上周的去年同周',,商品维度表.大类名称='婴儿用品',"SELECT  t1.last_week_sales  as '上周销售额'   , t2.last_year_sales  as '去年同期销售额'  ,t1.last_week_sales - t2.last_year_sales  as '同比差额' ,(t1.last_week_sales - t2.last_year_sales) / t2.last_year_sales*100  as '同比变化率'   FROM (   SELECT sum(sales_amt) as last_week_sales    FROM vw_dwd_fact_store_order_detail AS od   JOIN vw_dwd_dim_item AS di    ON od.item_id = di.item_id   WHERE year(business_date)=year(date_sub(curdate(), interval 1 week)) and weekofyear(business_date) = weekofyear(date_sub(curdate(), interval 1 week)) and di.category_name_level1='婴儿用品' ) AS t1, (   SELECT sum(sales_amt) as last_year_sales    FROM vw_dwd_fact_store_order_detail AS od   JOIN vw_dwd_dim_item AS di    ON od.item_id = di.item_id   WHERE year(business_date)=year(date_sub(date_sub(curdate(), interval 1 week), interval 1 year)) and weekofyear(business_date) = weekofyear(date_sub(date_sub(curdate(), interval 1 week), interval 1 year)) and di.category_name_level1='婴儿用品' ) AS t2 ",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售同比,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】",华南区婴儿用品品类上周的销售额同比,,指标类,单指标卡片,,,,,销售,"{ ""accuracy"":{ ""上周销售额"":2, ""去年同期销售额"":2, ""同比差额"":2, ""同比变化率"":2 } , ""joint"":{ ""同比变化率"":""%"" } }",,,,门店.区域名称='华南区' AND 商品.大类名称='婴儿用品',销售.销售日期='上周' OR 销售.销售日期='上周的去年同周',,门店维度表.区域名称='华南区' AND 商品维度表.大类名称='婴儿用品',"SELECT  t1.last_week_sales  as '上周销售额'   , t2.last_year_sales  as '去年同期销售额'  ,t1.last_week_sales - t2.last_year_sales  as '同比差额' ,(t1.last_week_sales - t2.last_year_sales) / t2.last_year_sales*100  as '同比变化率'   FROM (   SELECT sum(sales_amt) as last_week_sales    FROM vw_dwd_fact_store_order_detail AS od   JOIN vw_dwd_dim_item AS di    ON od.item_id = di.item_id   JOIN vw_dwd_dim_store AS ds    ON od.store_id = ds.store_id   WHERE year(business_date)=year(date_sub(curdate(), interval 1 week)) and weekofyear(business_date) = weekofyear(date_sub(curdate(), interval 1 week)) and di.category_name_level1='婴儿用品' and ds.area_name='华南区' ) AS t1, (   SELECT sum(sales_amt) as last_year_sales    FROM vw_dwd_fact_store_order_detail AS od   JOIN vw_dwd_dim_item AS di    ON od.item_id = di.item_id   JOIN vw_dwd_dim_store AS ds    ON od.store_id = ds.store_id   WHERE year(business_date)=year(date_sub(date_sub(curdate(), interval 1 week), interval 1 year)) and weekofyear(business_date) = weekofyear(date_sub(date_sub(curdate(), interval 1 week), interval 1 year)) and di.category_name_level1='婴儿用品' and ds.area_name='华南区' ) AS t2 ",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
销售同比,"老板【总部】,区域经理【总部】,采购【总部】,营销【总部】,店长【门店】,采购【门店】",深圳XXX路店上周的销售额同比,,指标类,单指标卡片,,,,,销售,"{ ""accuracy"":{ ""上周销售额"":2, ""去年同期销售额"":2, ""同比差额"":2, ""同比变化率"":2 } , ""joint"":{ ""同比变化率"":""%"" } }",,,,门店.门店名称='深圳XXX路店',销售.销售日期='上周' OR 销售.销售日期='上周的去年同周',,门店维度表.门店名称='深圳XXX路店',"SELECT  t1.last_week_sales  as '上周销售额'   , t2.last_year_sales  as '去年同期销售额'  ,t1.last_week_sales - t2.last_year_sales  as '同比差额'  ,(t1.last_week_sales - t2.last_year_sales) / t2.last_year_sales*100  as '同比变化率'   FROM (   SELECT sum(sales_amt) as last_week_sales    FROM vw_dwd_fact_store_order_detail AS od   JOIN vw_dwd_dim_store AS ds    ON od.store_id = ds.store_id   WHERE year(business_date)=year(date_sub(curdate(), interval 1 week)) and weekofyear(business_date) = weekofyear(date_sub(curdate(), interval 1 week)) and ds.store_name='深圳XXX路店' ) AS t1, (   SELECT sum(sales_amt) as last_year_sales    FROM vw_dwd_fact_store_order_detail AS od   JOIN vw_dwd_dim_store AS ds    ON od.store_id = ds.store_id   WHERE year(business_date)=year(date_sub(date_sub(curdate(), interval 1 week), interval 1 year)) and weekofyear(business_date) = weekofyear(date_sub(date_sub(curdate(), interval 1 week), interval 1 year)) and ds.store_name='深圳XXX路店' ) AS t2 ",,,TO_SQL,Agent,agent-b49fe2e8b0464d668a0f9
